WRIST_x,THUMB_CMC_x,THUMB_MCP_x,THUMB_IP_x,THUMB_TIP_x,INDEX_FINGER_MCP_x,INDEX_FINGER_PIP_x,INDEX_FINGER_DIP_x,INDEX_FINGER_TIP_x,MIDDLE_FINGER_MCP_x,MIDDLE_FINGER_PIP_x,MIDDLE_FINGER_DIP_x,MIDDLE_FINGER_TIP_x,RING_FINGER_MCP_x,RING_FINGER_PIP_x,RING_FINGER_DIP_x,RING_FINGER_TIP_x,PINKY_MCP_x,PINKY_PIP_x,PINKY_DIP_x,PINKY_TIP_x,WRIST_y,THUMB_CMC_y,THUMB_MCP_y,THUMB_IP_y,THUMB_TIP_y,INDEX_FINGER_MCP_y,INDEX_FINGER_PIP_y,INDEX_FINGER_DIP_y,INDEX_FINGER_TIP_y,MIDDLE_FINGER_MCP_y,MIDDLE_FINGER_PIP_y,MIDDLE_FINGER_DIP_y,MIDDLE_FINGER_TIP_y,RING_FINGER_MCP_y,RING_FINGER_PIP_y,RING_FINGER_DIP_y,RING_FINGER_TIP_y,PINKY_MCP_y,PINKY_PIP_y,PINKY_DIP_y,PINKY_TIP_y,class
0.6219981908798218,0.5641685724258423,0.5216552019119263,0.5307717323303223,0.5672058463096619,0.5292259454727173,0.5213279724121094,0.5237135291099548,0.5296316742897034,0.5789082646369934,0.5770588517189026,0.5749010443687439,0.5731461048126221,0.6266998052597046,0.6286654472351074,0.6193484663963318,0.6120360493659973,0.672431468963623,0.6737849712371826,0.6594035625457764,0.6480931043624878,0.8110103607177734,0.77997225522995,0.7176285982131958,0.6514593362808228,0.5995547771453857,0.5523993372917175,0.42891475558280945,0.35178273916244507,0.2876419126987457,0.5524216890335083,0.4772927165031433,0.5580874085426331,0.6117437481880188,0.5675718188285828,0.4923502206802368,0.5692347288131714,0.621115505695343,0.5981888175010681,0.5444536805152893,0.5897050499916077,0.6262189149856567,1
0.6408653855323792,0.5855373740196228,0.5536941289901733,0.5776911377906799,0.6177547574043274,0.5847156047821045,0.587007462978363,0.5926148891448975,0.5985639095306396,0.6288787126541138,0.6309357285499573,0.6221849918365479,0.6172733306884766,0.6685054898262024,0.6778797507286072,0.6643214821815491,0.6550993919372559,0.7051709890365601,0.7144656181335449,0.7001347541809082,0.6885550618171692,0.8035832643508911,0.7589956521987915,0.6823299527168274,0.620363712310791,0.5859917402267456,0.546949028968811,0.4195173978805542,0.345769464969635,0.28379130363464355,0.5528577566146851,0.4709896445274353,0.5355178117752075,0.5901423692703247,0.5723219513893127,0.48944440484046936,0.5433200001716614,0.5938028693199158,0.6057361960411072,0.5448240041732788,0.5711827874183655,0.6040346622467041,1
0.6615526080131531,0.6184908747673035,0.6038519740104675,0.6439152359962463,0.694556713104248,0.6454049348831177,0.6727039813995361,0.6970868706703186,0.7190152406692505,0.6904639601707458,0.7101327180862427,0.6921790838241577,0.6758608818054199,0.7291659116744995,0.7511084675788879,0.7293616533279419,0.7112706303596497,0.7620416879653931,0.7820306420326233,0.7627090215682983,0.7452969551086426,0.8322101831436157,0.7694328427314758,0.6803795099258423,0.6208240985870361,0.5988523364067078,0.5547510981559753,0.43199145793914795,0.3644300699234009,0.30739277601242065,0.5718996524810791,0.49306416511535645,0.5586556196212769,0.6113215088844299,0.6001460552215576,0.5272606015205383,0.5871354937553406,0.6359041929244995,0.6403065919876099,0.5811058878898621,0.6151240468025208,0.6499795317649841,1
0.6017549633979797,0.5487700700759888,0.504342257976532,0.5001722574234009,0.5211046934127808,0.4991081655025482,0.4674089550971985,0.4463372230529785,0.43042081594467163,0.5457723736763,0.5319178104400635,0.5331723690032959,0.5371611714363098,0.5915004014968872,0.5823909640312195,0.5751281380653381,0.5730869174003601,0.6364434957504272,0.6306531429290771,0.6151348948478699,0.6063068509101868,0.8291745781898499,0.8095687627792358,0.762740969657898,0.7043967843055725,0.6464284062385559,0.5828410983085632,0.46808767318725586,0.39809051156044006,0.33825984597206116,0.5793806314468384,0.5163892507553101,0.5994689464569092,0.6523943543434143,0.5922531485557556,0.5229816436767578,0.6006289720535278,0.6513182520866394,0.6217391490936279,0.5640913248062134,0.6118438839912415,0.6502329707145691,1
0.6068416237831116,0.5471479892730713,0.49619778990745544,0.48167097568511963,0.4864531457424164,0.4629851281642914,0.3977012634277344,0.357464075088501,0.3255019783973694,0.5080661773681641,0.4799239933490753,0.4923972189426422,0.5062384009361267,0.554465115070343,0.5323365926742554,0.5335589647293091,0.5404247641563416,0.6011521816253662,0.5818657875061035,0.5727099180221558,0.5715018510818481,0.8197188973426819,0.8121066689491272,0.7793405652046204,0.728042483329773,0.6693647503852844,0.6118203401565552,0.5207586288452148,0.4663258194923401,0.41552025079727173,0.5963029861450195,0.5379889011383057,0.6241766810417175,0.686090350151062,0.5982348322868347,0.54207843542099,0.6339011192321777,0.6989403963088989,0.6160532236099243,0.5699478387832642,0.6312268376350403,0.6831904649734497,1
0.6134026646614075,0.5549035668373108,0.5151768326759338,0.5026384592056274,0.5265463590621948,0.5642460584640503,0.555144190788269,0.54774010181427,0.5454909205436707,0.6100013256072998,0.6394839286804199,0.6314423680305481,0.617396891117096,0.6479853391647339,0.6795825958251953,0.6673721075057983,0.6523571014404297,0.6780813932418823,0.6955228447914124,0.682570219039917,0.6676757335662842,0.7800087928771973,0.7456271052360535,0.6808251142501831,0.6151201725006104,0.5694891214370728,0.5265146493911743,0.4259769320487976,0.35973602533340454,0.3095266819000244,0.5317990183830261,0.43065816164016724,0.4226202666759491,0.44758009910583496,0.5594267845153809,0.4645174443721771,0.4642848074436188,0.4939485490322113,0.6056908369064331,0.5391337871551514,0.5468835234642029,0.5771435499191284,1
0.6052817106246948,0.5484859943389893,0.5128484964370728,0.5036186575889587,0.5229778289794922,0.5631780624389648,0.5552104711532593,0.5488746166229248,0.546744167804718,0.6091672778129578,0.6343402862548828,0.6333566904067993,0.6231570839881897,0.6486349701881409,0.6798773407936096,0.6772095561027527,0.6637966632843018,0.6801246404647827,0.7028613686561584,0.7010727524757385,0.6906304359436035,0.7905018925666809,0.7478985786437988,0.6766389012336731,0.611305832862854,0.5652271509170532,0.5353216528892517,0.43574392795562744,0.36827510595321655,0.319535493850708,0.540851354598999,0.4446290135383606,0.41997087001800537,0.4346463084220886,0.567077100276947,0.477424681186676,0.4562782347202301,0.47247639298439026,0.611666202545166,0.5493829846382141,0.5357111096382141,0.5468092560768127,1
0.6024602651596069,0.5508790612220764,0.5157579779624939,0.5133726596832275,0.5381968021392822,0.5417910218238831,0.5357403755187988,0.5289801359176636,0.5284173488616943,0.5883699059486389,0.6078077554702759,0.5886349081993103,0.5729773044586182,0.6284041404724121,0.6518387794494629,0.6266777515411377,0.6090126633644104,0.6623461246490479,0.6692623496055603,0.6467074155807495,0.6300418376922607,0.8015672564506531,0.7652446031570435,0.7039576172828674,0.6438896059989929,0.5948646068572998,0.5577288866043091,0.4613151252269745,0.4017125368118286,0.3498626947402954,0.5624310374259949,0.47014620900154114,0.522047221660614,0.5723438262939453,0.5847160220146179,0.49606388807296753,0.5447256565093994,0.5970404744148254,0.6251487135887146,0.5700953602790833,0.5987805128097534,0.6380301713943481,1
0.588890552520752,0.5397030115127563,0.5092248320579529,0.5383392572402954,0.589072585105896,0.5486791133880615,0.5625438690185547,0.5769492387771606,0.589688777923584,0.5902120471000671,0.5779250860214233,0.5608333349227905,0.5560048222541809,0.6233144402503967,0.604301393032074,0.5815624594688416,0.574755847454071,0.6506954431533813,0.6216679811477661,0.5976887941360474,0.5907942652702332,0.8354814052581787,0.796467661857605,0.7172004580497742,0.6682679653167725,0.6417737007141113,0.5799951553344727,0.46151435375213623,0.3908073306083679,0.3317250609397888,0.5867749452590942,0.5835700035095215,0.6601158976554871,0.6944648027420044,0.6109974384307861,0.6333094239234924,0.7002338767051697,0.7155134081840515,0.6482407450675964,0.6873019337654114,0.7352641224861145,0.7416449785232544,1
0.5816212296485901,0.533501923084259,0.5048431754112244,0.5326071977615356,0.5828275084495544,0.5567238330841064,0.5729312896728516,0.5875234603881836,0.6021537780761719,0.59758460521698,0.5773893594741821,0.5535371899604797,0.5507254004478455,0.6282968521118164,0.6004582047462463,0.573597252368927,0.5711843967437744,0.6517471075057983,0.619836688041687,0.594062328338623,0.5913023352622986,0.8314803838729858,0.7892423272132874,0.7108919024467468,0.6736131906509399,0.6603035926818848,0.5697175860404968,0.4582517743110657,0.3924359083175659,0.33764833211898804,0.5864958167076111,0.580821692943573,0.6539844870567322,0.6895064115524292,0.6194234490394592,0.6426960825920105,0.7044339179992676,0.7195165753364563,0.6627191305160522,0.6977057456970215,0.7394288778305054,0.7459843158721924,1
